case_name,case_url,filings,filed_date,state_ags,case_status,issue_area,executive_action,last_case_update
"Bower v. U.S. Social Security Administration (D.D.C.)

1:25-cv-02713",https://www.courtlistener.com/docket/71137685/bower-v-us-social-security-administration/,Complaint,2025-08-18,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-09-18
"American Oversight vs. Federal Housing Finance Agency (D.D.C.)

1:25-cv-02857",https://www.courtlistener.com/docket/71203082/american-oversight-v-federal-housing-finance-agency/,Complaint,2025-08-26,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-08-26
"Center for Constitutional Rights v. United States Department of State (S.D.N.Y.)

1:25-cv-06879",https://www.courtlistener.com/docket/71156199/center-for-constitutional-rights-v-united-states-department-of-state/,Complaint,2025-08-20,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-08-20
"Citizens For Responsibility and Ethics In Washington v. Department of State (D.D.C.)

1:25-cv-02792",https://www.courtlistener.com/docket/71168733/citizens-for-responsibility-and-ethics-in-washington-v-department-of-state/,Complaint,2025-08-21,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-08-21
"Freeman v. U.S. Census Bureau (S.D.N.Y.)

1:25-cv-07834",https://www.courtlistener.com/docket/71416912/freeman-v-us-census-bureau/,Complaint,2025-09-22,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-09-22
"Democracy Forward Foundation v. U.S. Office Of Personnel Management (D.D.C.)

1:25-cv-03517",https://www.courtlistener.com/docket/71512166/democracy-forward-foundation-v-us-office-of-personnel-management/,Complaint,2025-10-01,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-10-01
"ACLU v. ICE (S.D.N.Y.)

1:25-cv-08109",https://www.courtlistener.com/docket/71512308/american-civil-liberties-union-foundation-v-united-states-immigration-and/,Complaint,2025-10-01,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-10-01
"American Oversight v. U.S. Department of Justice (D.D.C.)

1:25-cv-03200",https://www.courtlistener.com/docket/71349288/american-oversight-v-us-department-of-justice/,Complaint,2025-09-15,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-09-15
"American Oversight v. Federal Bureau of Investigation (D.D.C.)

1:25-cv-03597",https://www.courtlistener.com/docket/71571226/american-oversight-v-federal-bureau-of-investigation/,Complaint,2025-10-07,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-10-07
"Citizens for Responsibility & Ethics in Washington v. U.S. Department of Homeland Security (D.D.C.)

1:25-cv-03670",https://www.courtlistener.com/docket/71656965/citizens-for-responsibility-and-ethics-in-washington-v-us-department-of/,Complaint,2025-10-15,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2026-01-25
"LatinoJustice PRLDEF and American Immigration Council v. U.S. Immigration and Customs Enforcement (S.D.N.Y.)

1:25-cv-08516",https://www.courtlistener.com/docket/71654426/latinojustice-prldef-v-us-immigration-and-customs-enforcement/,"Complaint

First Supplemental Complaint

2026-02-13",2025-10-15,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2026-02-13
"Interfaith Alliance Foundation v. U.S. Department of Justice (D.D.C.)

1:25-cv-03746",https://www.courtlistener.com/docket/71720207/interfaith-alliance-foundation-v-us-department-of-justice/,Complaint,2025-10-22,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-10-22
"Democracy Forward Foundation v. Federal Housing Finance Agency (D.D.C.)

1:25-cv-03700",https://www.courtlistener.com/docket/71698241/democracy-forward-foundation-v-federal-housing-finance-agency/,Complaint,2025-10-20,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-10-20
"Democracy Forward Foundation v. U.S. Department of Justice (D.D.C.)

1:25-cv-03755",https://www.courtlistener.com/docket/71730986/democracy-forward-foundation-v-us-department-of-justice/,complaint,2025-10-23,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2026-02-05
"Knight First Amendment Institute at Columbia University v. Office of Management and Budget (S.D.N.Y.)

1:25-cv-08783",https://www.courtlistener.com/docket/71732050/knight-first-amendment-institute-at-columbia-university-v-office-of/,Complaint,2025-10-23,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-10-23
"American Oversight v. U.S. Department of Homeland Security (D.D.C.)

1:25-cv-03812",https://www.courtlistener.com/docket/71817485/american-oversight-v-us-department-of-homeland-security/,Complaint,2025-10-30,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-10-30
"Campaign Legal Center v. Social Security Administration (D.D.C.)

1:25-cv-03830",https://www.courtlistener.com/docket/71839443/campaign-legal-center-v-social-security-administration/,,2025-10-31,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-10-31
"Campaign Legal Center v. United States Citizenship and Immigration Services (D.D.C.)

1:25-cv-03829",https://www.courtlistener.com/docket/71839444/campaign-legal-center-v-us-citizenship-and-immigration-services/,,2025-10-31,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-10-31
"Campaign Legal Center v. United States Department of Homeland Security (D.D.C.)

1:25-cv-03828",https://www.courtlistener.com/docket/71838876/campaign-legal-center-v-us-department-of-homeland-security/,Complaint,2025-10-31,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-10-31
"Citizens for Responsibility and Ethics in Washington v. United States Department of Homeland Security (D.D.C.)

1:25-cv-03703",https://www.courtlistener.com/docket/71698765/citizens-for-responsibility-and-ethics-in-washington-v-united-states/,Complaint,2025-10-20,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-10-20
"American Oversight v. U.S. Department of Homeland Security (D.D.C.)

1:25-cv-03699",https://www.courtlistener.com/docket/71698104/american-oversight-v-us-department-of-homeland-security/,Complaint,2025-10-20,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-10-20
"American Oversight v. U.S. Department of Homeland Security (D.D.C.)

1:25-cv-03788",https://www.courtlistener.com/docket/71782646/american-oversight-v-us-department-of-homeland-security/,Complaint,2025-10-28,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-10-28
"Just Futures Law v. United States Immigration and Customs Enforcement (S.D.N.Y.)

1:25-cv-08995",https://www.courtlistener.com/docket/71818173/just-futures-law-v-united-states-immigration-and-customs-enforcement/,Complaint,2025-10-30,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-10-30
"Reproductive Freedom for All v. U.S. Food and Drug Administration (D. Md.)

8:25-cv-03565",https://www.courtlistener.com/docket/71817450/reproductive-freedom-for-all-v-us-food-and-drug-administration/,Complaint,2025-10-30,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-10-30
"Freedom of the Press Foundation v. Immigration and Customs Enforcement (D.D.C.)

1:25-cv-03883",https://www.courtlistener.com/docket/71886278/freedom-of-the-press-foundation-v-immigration-and-customs-enforcement/,Complaint,2025-11-06,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-11-06
"American Civil Liberties Union v. United States Food and Drug Administration (D. Md.)

8:25-cv-03736",https://www.courtlistener.com/docket/71911527/american-civil-liberties-union-v-united-states-food-and-drug/,Complaint,2025-11-13,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-11-13
"Citizens for Responsibility and Ethics in Washington v. U.S. Department Of Justice (D.D.C.)

1:25-cv-03983",https://www.courtlistener.com/docket/71922862/citizens-for-responsibility-and-ethics-in-washington-v-us-department-of/,Complaint,2025-11-17,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-11-17
"Khalil v. United States Department of Justice (S.D.N.Y.)

1:25-cv-09674",https://www.courtlistener.com/docket/71940857/khalil-v-united-states-department-of-justice/,Complaint,2025-11-20,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-11-20
"Democracy Forward Foundation v. Federal Communications Commission (D.D.C.)

1:25-cv-04061",https://www.courtlistener.com/docket/71937562/democracy-forward-foundation-v-federal-communications-commission/,Complaint,2025-11-20,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-11-20
"Democracy Forward Foundation v. U.S. Department of Homeland Security (D.D.C.)

1:25-cv-04089",https://www.courtlistener.com/docket/71944593/democracy-forward-foundation-v-us-department-of-homeland-security/,Complaint,2025-11-21,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-11-21
"Citizens for Responsibility and Ethics in Washington v. Federal Election Commission (D.D.C.)

1:25-cv-04116",https://www.courtlistener.com/docket/71953618/citizens-for-responsibility-and-ethics-in-washington-v-federal-election/,Complaint,2025-11-24,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-11-24
"American Oversight v. U.S. Department of Justice (D.D.C.)

1:25-cv-04208",https://www.courtlistener.com/docket/71987253/american-oversight-v-us-department-of-justice/,Complaint,2025-12-03,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-03
"American Oversight v. U.S. Department of Defense (D.D.C.)

1:25-cv-04220",https://www.courtlistener.com/docket/71992785/american-oversight-v-us-department-of-defense/,Complaint,2025-12-04,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-04
"American Oversight v. U.S. Department of Commerce (D.D.C.)

1:25-cv-04302",https://www.courtlistener.com/docket/72022057/american-oversight-v-us-department-of-commerce/,Complaint,2025-12-11,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-11
"National Treasury Employees Union v. Office of Personnel Management (D.D.C.)

1:25-cv-03948",https://www.courtlistener.com/docket/71913415/national-treasury-employees-union-v-office-of-personnel-management/,Complaint,2025-11-14,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-11-14
"Protect Democracy Project v. U.S. Department of the Treasury (D.D.C.)

1:25-cv-04101",https://www.courtlistener.com/docket/71951881/protect-democracy-project-v-us-department-of-the-treasury/,"Complaint

Amended Complaint

2026-02-20",2025-11-24,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2026-02-20
"American Civil Liberties Union v. Department of Justice (S.D.N.Y.)

1:25-cv-10189",https://www.courtlistener.com/docket/72008925/american-civil-liberties-union-v-department-of-justice-including-its/,Complaint,2025-12-09,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-09
"American Oversight v. U.S. Department Of State (D.D.C.)

1:25-cv-03669",https://www.courtlistener.com/docket/71654647/american-oversight-v-us-department-of-state/,Complaint,2025-10-15,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-10-15
"American Oversight v. Federal Bureau of Investigation (D.D.C.)

1:26-cv-00020",https://www.courtlistener.com/docket/72106672/american-oversight-v-federal-bureau-of-investigation/,Complaint,2026-01-05,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2026-01-05
"Center For Reproductive Rights v. U.S. Department of State (D.D.C.)

1:25-cv-04338",https://www.courtlistener.com/docket/72035966/center-for-reproductive-rights-v-us-department-of-state/,Complaint,2025-12-15,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-15
"Democracy Forward Foundation v. U.S. Department of Justice (D.D.C.)

1:25-cv-04340",https://www.courtlistener.com/docket/72036267/democracy-forward-foundation-v-us-department-of-justice/,Complaint,2025-12-15,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-15
"Democracy Forward Foundation v. U.S. Department of Health and Human Services (D.D.C.)

1:25-cv-04424",https://www.courtlistener.com/docket/72058815/democracy-forward-foundation-v-us-department-of-health-and-human/,Complaint,2025-12-19,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-19
"Citizens For Responsibility And Ethics In Washington v. Department Of Justice (D.D.C.)

1:25-cv-04426",https://www.courtlistener.com/docket/72060462/citizens-for-responsibility-and-ethics-in-washington-v-department-of/,Complaint,2025-12-19,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2025-12-19
"Asbestos Disease Awareness Organization v. National Park Service (D.D.C.)

1:26-cv-00029",https://www.courtlistener.com/docket/72112184/asbestos-disease-awareness-association-v-national-park-service/,Complaint,2026-01-07,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2026-01-07
"America First Legal Foundation v. U.S. Government Accountability Office (D.D.C.)

1:25-cv-00662",https://www.courtlistener.com/docket/69712307/america-first-legal-foundation-v-us-government-accountability-office/,Complaint,2025-03-06,,Case Closed/Dismissed in Favor of Government,Transparency,Response to FOIA and Records Retention,2026-01-09
"Public Citizen v. U.S. Department of Health & Human Services et al (D.D.C.)

1:26-cv-00222",https://www.courtlistener.com/docket/72191831/public-citizen-v-us-department-of-health-human-services/,Complaint,2026-01-27,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2026-01-27
"American Oversight v. Transportation Security Administration (D.D.C.)

1:26-cv-00193",https://www.courtlistener.com/docket/72173839/american-oversight-v-transportation-security-administration/,Complaint,2026-01-22,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2026-01-22
"Citizens for Responsibility and Ethics In Washington v. Department of Justice (D.D.C.)

1:26-cv-00275",https://www.courtlistener.com/docket/72211233/citizens-for-responsibility-and-ethics-in-washington/,Complaint,2026-01-30,,Awaiting Court Ruling,Transparency,Response to FOIA and Records Retention,2026-01-30
